SaleID,DateKey,StoreKey,ProductKey,SupplierKey,CustomerKey,PaymentKey,Quantity,SalesAmount,FullDate
2637,95,1,4,4,2,2,4,6.04,2025-04-05
2638,95,1,4,4,40,2,4,6.15,2025-04-05
2639,95,1,3,3,18,1,4,10.1,2025-04-05
2640,95,1,2,2,18,2,4,3.29,2025-04-05
2641,95,1,2,2,15,2,1,0.8,2025-04-05
2642,95,1,2,2,18,3,8,6.44,2025-04-05
2643,95,1,2,2,35,1,6,4.85,2025-04-05
2644,95,1,4,4,39,2,2,3.14,2025-04-05
2645,95,1,2,2,13,2,1,0.82,2025-04-05
2646,95,1,3,3,28,2,2,5.15,2025-04-05
2647,95,1,4,4,10,2,3,4.39,2025-04-05
2648,95,1,1,1,30,2,7,8.05,2025-04-05
2649,95,1,4,4,36,1,4,6.08,2025-04-05
2650,95,1,2,2,18,2,6,4.61,2025-04-05
2651,95,1,1,1,38,1,8,9.39,2025-04-05
2652,95,1,4,4,21,2,1,1.43,2025-04-05
2653,95,1,2,2,25,2,6,4.96,2025-04-05
2654,95,1,3,3,21,2,3,7.42,2025-04-05
2655,95,1,4,4,37,1,3,4.42,2025-04-05
2656,95,1,3,3,5,1,2,5.0,2025-04-05
2657,95,1,1,1,16,1,3,3.76,2025-04-05
2658,95,1,2,2,27,2,6,4.72,2025-04-05
2659,95,2,2,2,26,2,1,0.8,2025-04-05
2660,95,2,3,3,29,1,1,2.58,2025-04-05
2661,95,2,4,4,4,2,3,4.38,2025-04-05
2662,95,2,3,3,15,2,1,2.54,2025-04-05
2663,95,2,1,1,9,2,4,5.02,2025-04-05
2664,95,2,2,2,19,2,7,5.33,2025-04-05
2665,95,2,3,3,3,1,4,10.05,2025-04-05
2666,95,2,1,1,1,2,4,4.84,2025-04-05
2667,95,2,1,1,11,2,6,7.21,2025-04-05
2668,95,2,1,1,40,2,1,1.25,2025-04-05
2669,95,2,3,3,13,2,4,9.66,2025-04-05
2670,95,2,2,2,17,2,4,3.14,2025-04-05
2671,96,1,2,2,33,2,8,6.47,2025-04-06
2672,96,1,1,1,7,2,2,2.29,2025-04-06
2673,96,1,4,4,20,2,2,3.08,2025-04-06
2674,96,1,3,3,4,2,3,7.4,2025-04-06
2675,96,1,1,1,2,2,5,5.83,2025-04-06
2676,96,1,1,1,14,2,3,3.73,2025-04-06
2677,96,1,3,3,26,2,3,7.47,2025-04-06
2678,96,1,1,1,39,2,8,9.58,2025-04-06
2679,96,1,4,4,7,2,2,2.87,2025-04-06
2680,96,1,4,4,18,3,1,1.55,2025-04-06
2681,96,1,2,2,11,1,7,5.73,2025-04-06
2682,96,1,2,2,24,1,4,3.35,2025-04-06
2683,96,1,2,2,3,2,1,0.78,2025-04-06
2684,96,1,2,2,14,1,5,3.98,2025-04-06
2685,96,1,3,3,31,1,1,2.6,2025-04-06
2686,96,1,1,1,38,2,4,4.78,2025-04-06
2687,96,1,2,2,31,1,1,0.82,2025-04-06
2688,96,1,3,3,25,1,2,4.78,2025-04-06
2689,96,1,2,2,1,2,8,6.34,2025-04-06
2690,96,1,1,1,18,2,2,2.51,2025-04-06
2691,96,1,3,3,2,2,2,5.15,2025-04-06
2692,96,1,4,4,29,2,2,2.92,2025-04-06
2693,96,1,4,4,28,2,1,1.56,2025-04-06
2694,96,1,3,3,4,2,2,5.11,2025-04-06
2695,96,1,1,1,31,2,6,7.17,2025-04-06
2696,96,1,2,2,35,1,6,4.91,2025-04-06
2697,96,2,2,2,24,2,3,2.42,2025-04-06
2698,96,2,2,2,32,2,5,3.86,2025-04-06
2699,96,2,2,2,17,2,7,5.37,2025-04-06
2700,96,2,2,2,29,2,6,4.87,2025-04-06
2701,96,2,4,4,22,2,2,3.12,2025-04-06
2702,96,2,4,4,35,2,2,3.03,2025-04-06
2703,96,2,3,3,14,2,2,5.24,2025-04-06
2704,96,2,2,2,33,2,7,5.81,2025-04-06
2705,96,2,3,3,36,2,1,2.44,2025-04-06
2706,96,2,1,1,22,2,4,4.89,2025-04-06
2707,96,2,2,2,26,2,6,4.82,2025-04-06
2708,96,2,4,4,27,2,2,3.02,2025-04-06
2709,96,2,4,4,30,1,2,3.04,2025-04-06
2710,96,2,3,3,33,2,2,5.11,2025-04-06
2711,96,2,2,2,20,1,2,1.63,2025-04-06
2712,96,2,2,2,7,3,4,3.21,2025-04-06
2713,96,2,1,1,8,1,1,1.14,2025-04-06
2714,96,2,4,4,29,3,1,1.44,2025-04-06
2715,97,1,2,2,39,2,7,5.33,2025-04-07
2716,97,1,2,2,40,2,4,3.14,2025-04-07
2717,97,1,2,2,3,2,1,0.81,2025-04-07
2718,97,1,2,2,25,2,5,4.08,2025-04-07
2719,97,1,4,4,40,2,4,6.11,2025-04-07
2720,97,1,4,4,25,1,4,6.3,2025-04-07
2721,97,1,2,2,35,1,2,1.6,2025-04-07
2722,97,1,1,1,22,1,2,2.39,2025-04-07
2723,97,1,4,4,36,2,1,1.47,2025-04-07
2724,97,1,4,4,7,1,2,3.03,2025-04-07
2725,97,1,1,1,29,1,1,1.25,2025-04-07
2726,97,1,1,1,25,2,5,6.12,2025-04-07
2727,97,1,3,3,8,2,1,2.44,2025-04-07
2728,97,1,2,2,11,1,8,6.27,2025-04-07
2729,97,1,3,3,10,3,4,9.61,2025-04-07
2730,97,1,1,1,1,2,8,9.59,2025-04-07
2731,97,1,3,3,3,2,2,5.14,2025-04-07
2732,97,2,4,4,29,2,4,5.84,2025-04-07
2733,97,2,4,4,9,1,1,1.44,2025-04-07
2734,97,2,4,4,24,2,1,1.49,2025-04-07
2735,97,2,2,2,7,2,6,4.86,2025-04-07
2736,97,2,1,1,28,1,7,8.45,2025-04-07
2737,97,2,1,1,33,3,6,7.18,2025-04-07
2738,97,2,4,4,11,1,2,2.89,2025-04-07
2739,97,2,1,1,35,2,4,4.77,2025-04-07
2740,97,2,2,2,12,2,2,1.68,2025-04-07
2741,97,2,1,1,10,2,1,1.17,2025-04-07
2742,98,1,2,2,1,1,6,4.59,2025-04-08
2743,98,1,3,3,9,2,1,2.45,2025-04-08
2744,98,1,1,1,13,2,8,9.89,2025-04-08
2745,98,1,2,2,25,2,4,3.07,2025-04-08
2746,98,1,3,3,9,2,1,2.41,2025-04-08
2747,98,1,1,1,5,2,2,2.39,2025-04-08
2748,98,1,1,1,24,3,7,8.69,2025-04-08
2749,98,1,4,4,28,1,4,5.74,2025-04-08
2750,98,1,2,2,24,2,7,5.34,2025-04-08
2751,98,1,3,3,9,2,2,5.12,2025-04-08
2752,98,1,4,4,11,1,4,6.09,2025-04-08
2753,98,1,3,3,28,2,4,10.27,2025-04-08
2754,98,1,2,2,10,2,2,1.63,2025-04-08
2755,98,1,1,1,30,2,5,5.94,2025-04-08
2756,98,1,4,4,35,2,3,4.41,2025-04-08
2757,98,1,4,4,25,2,4,6.01,2025-04-08
2758,98,1,4,4,6,2,2,2.99,2025-04-08
2759,98,1,4,4,18,3,1,1.46,2025-04-08
2760,98,1,4,4,21,3,2,2.94,2025-04-08
2761,98,1,3,3,13,2,3,7.85,2025-04-08
2762,98,2,2,2,13,2,5,4.04,2025-04-08
2763,98,2,4,4,19,1,2,3.09,2025-04-08
2764,98,2,3,3,30,2,3,7.28,2025-04-08
2765,98,2,1,1,14,2,5,6.08,2025-04-08
2766,98,2,3,3,32,2,3,7.26,2025-04-08
2767,98,2,2,2,30,2,5,4.17,2025-04-08
2768,98,2,1,1,25,2,2,2.34,2025-04-08
2769,98,2,4,4,17,3,1,1.43,2025-04-08
2770,98,2,2,2,27,1,5,4.0,2025-04-08
2771,98,2,1,1,32,2,7,8.51,2025-04-08
2772,98,2,2,2,9,1,7,5.5,2025-04-08
2773,98,2,2,2,5,2,1,0.76,2025-04-08
2774,99,1,2,2,28,1,2,1.67,2025-04-09
2775,99,1,4,4,22,3,1,1.43,2025-04-09
2776,99,1,3,3,15,1,3,7.45,2025-04-09
2777,99,1,3,3,23,2,3,7.82,2025-04-09
2778,99,1,1,1,11,2,6,7.39,2025-04-09
2779,99,1,4,4,2,3,2,3.01,2025-04-09
2780,99,1,1,1,8,1,5,6.19,2025-04-09
2781,99,1,4,4,40,1,2,2.92,2025-04-09
2782,99,1,1,1,1,1,4,4.69,2025-04-09
2783,99,1,2,2,15,1,7,5.57,2025-04-09
2784,99,1,1,1,25,2,8,9.54,2025-04-09
2785,99,1,4,4,18,1,1,1.51,2025-04-09
2786,99,1,3,3,34,2,4,10.29,2025-04-09
2787,99,1,1,1,39,1,7,8.68,2025-04-09
2788,99,1,1,1,25,1,2,2.42,2025-04-09
2789,99,1,2,2,26,2,4,3.14,2025-04-09
2790,99,1,3,3,31,3,2,4.94,2025-04-09
2791,99,1,3,3,5,2,2,5.07,2025-04-09
2792,99,2,2,2,2,2,6,4.73,2025-04-09
2793,99,2,3,3,17,2,4,9.59,2025-04-09
2794,99,2,2,2,11,1,5,3.99,2025-04-09
2795,99,2,3,3,25,2,2,5.17,2025-04-09
2796,99,2,4,4,11,1,1,1.53,2025-04-09
2797,99,2,3,3,34,3,1,2.44,2025-04-09
2798,99,2,2,2,28,2,5,3.86,2025-04-09
2799,99,2,4,4,11,2,2,2.97,2025-04-09
2800,99,2,1,1,37,2,2,2.43,2025-04-09
2801,99,2,4,4,31,3,2,2.94,2025-04-09
2802,99,2,4,4,13,2,2,2.86,2025-04-09
2803,99,2,1,1,12,2,2,2.34,2025-04-09
2804,99,2,4,4,10,2,3,4.6,2025-04-09
2805,100,1,4,4,18,2,3,4.66,2025-04-10
2806,100,1,1,1,11,1,1,1.19,2025-04-10
2807,100,1,1,1,39,2,3,3.51,2025-04-10
2808,100,1,3,3,30,1,3,7.47,2025-04-10
2809,100,1,1,1,39,2,4,4.64,2025-04-10
2810,100,1,1,1,19,2,7,8.09,2025-04-10
2811,100,1,4,4,26,2,4,6.03,2025-04-10
2812,100,1,2,2,37,2,6,4.94,2025-04-10
2813,100,1,3,3,27,1,3,7.52,2025-04-10
2814,100,1,4,4,14,1,2,3.09,2025-04-10
2815,100,1,4,4,27,2,3,4.33,2025-04-10
2816,100,1,2,2,13,2,1,0.79,2025-04-10
2817,100,1,1,1,38,2,3,3.58,2025-04-10
2818,100,1,3,3,10,1,3,7.42,2025-04-10
2819,100,1,1,1,26,2,8,9.36,2025-04-10
2820,100,2,4,4,4,1,4,5.78,2025-04-10
2821,100,2,1,1,4,2,2,2.35,2025-04-10
2822,100,2,4,4,19,2,4,5.75,2025-04-10
2823,100,2,3,3,31,1,4,9.54,2025-04-10
2824,100,2,2,2,11,1,5,4.17,2025-04-10
2825,100,2,1,1,33,1,5,5.74,2025-04-10
2826,100,2,3,3,22,2,1,2.49,2025-04-10
2827,100,2,2,2,4,2,6,4.7,2025-04-10
2828,100,2,3,3,28,2,4,10.26,2025-04-10
2829,100,2,1,1,10,3,2,2.52,2025-04-10
2830,100,2,2,2,18,1,8,6.55,2025-04-10
2831,101,1,1,1,15,1,7,8.21,2025-04-11
2832,101,1,2,2,37,1,3,2.33,2025-04-11
2833,101,1,4,4,37,2,2,2.98,2025-04-11
2834,101,1,4,4,11,2,1,1.57,2025-04-11
2835,101,1,2,2,15,2,8,6.58,2025-04-11
2836,101,1,4,4,30,2,4,5.77,2025-04-11
2837,101,1,2,2,17,2,6,4.97,2025-04-11
2838,101,1,3,3,21,2,3,7.6,2025-04-11
2839,101,1,3,3,16,1,3,7.73,2025-04-11
2840,101,1,1,1,33,2,8,9.38,2025-04-11
2841,101,1,4,4,38,2,4,5.73,2025-04-11
2842,101,1,4,4,36,1,1,1.55,2025-04-11
2843,101,1,4,4,10,3,2,2.99,2025-04-11
2844,101,1,3,3,26,2,3,7.43,2025-04-11
2845,101,1,2,2,40,2,2,1.56,2025-04-11
2846,101,1,4,4,4,2,1,1.54,2025-04-11
2847,101,1,4,4,2,2,2,2.97,2025-04-11
2848,101,1,2,2,32,3,5,3.89,2025-04-11
2849,101,1,2,2,16,2,4,3.17,2025-04-11
2850,101,1,3,3,39,2,2,4.92,2025-04-11
2851,101,2,1,1,1,1,2,2.3,2025-04-11
2852,101,2,2,2,10,3,2,1.67,2025-04-11
2853,101,2,1,1,19,3,3,3.43,2025-04-11
2854,101,2,2,2,6,1,6,4.88,2025-04-11
2855,101,2,4,4,38,1,3,4.32,2025-04-11
2856,101,2,1,1,13,2,1,1.24,2025-04-11
2857,101,2,4,4,38,2,4,5.76,2025-04-11
2858,101,2,4,4,19,1,1,1.55,2025-04-11
2859,101,2,2,2,33,1,5,3.86,2025-04-11
2860,101,2,3,3,22,2,3,7.15,2025-04-11
2861,101,2,3,3,33,2,4,9.86,2025-04-11
2862,102,1,4,4,16,2,4,6.18,2025-04-12
2863,102,1,4,4,30,1,3,4.37,2025-04-12
2864,102,1,1,1,8,1,2,2.29,2025-04-12
2865,102,1,4,4,5,2,2,2.89,2025-04-12
2866,102,1,2,2,31,2,6,4.84,2025-04-12
2867,102,1,1,1,14,2,5,6.26,2025-04-12
2868,102,1,3,3,13,2,3,7.24,2025-04-12
2869,102,1,1,1,32,2,5,5.93,2025-04-12
2870,102,1,4,4,21,2,3,4.48,2025-04-12
2871,102,1,3,3,37,2,3,7.84,2025-04-12
2872,102,1,1,1,27,1,3,3.76,2025-04-12
2873,102,1,4,4,9,1,3,4.34,2025-04-12
2874,102,1,3,3,12,2,3,7.81,2025-04-12
2875,102,1,4,4,40,2,3,4.6,2025-04-12
2876,102,1,1,1,33,1,8,9.86,2025-04-12
2877,102,1,1,1,34,3,5,6.02,2025-04-12
2878,102,1,3,3,3,2,2,4.97,2025-04-12
2879,102,1,3,3,30,1,3,7.53,2025-04-12
2880,102,1,2,2,5,2,7,5.65,2025-04-12
2881,102,1,4,4,39,2,4,6.25,2025-04-12
2882,102,1,4,4,20,2,2,2.98,2025-04-12
2883,102,1,4,4,38,2,2,3.05,2025-04-12
2884,102,1,2,2,29,1,4,3.05,2025-04-12
2885,102,1,1,1,18,2,1,1.26,2025-04-12
2886,102,1,4,4,20,2,4,5.71,2025-04-12
2887,102,1,3,3,14,2,4,10.49,2025-04-12
2888,102,2,4,4,25,2,2,3.13,2025-04-12
2889,102,2,2,2,28,1,4,3.04,2025-04-12
2890,102,2,3,3,9,3,4,9.52,2025-04-12
2891,102,2,3,3,17,2,2,5.08,2025-04-12
2892,102,2,4,4,24,1,2,3.07,2025-04-12
2893,102,2,4,4,36,2,3,4.72,2025-04-12
2894,102,2,1,1,1,3,3,3.73,2025-04-12
2895,102,2,1,1,8,2,5,6.28,2025-04-12
2896,102,2,2,2,31,2,8,6.41,2025-04-12
2897,102,2,2,2,6,2,2,1.58,2025-04-12
2898,102,2,2,2,17,2,4,3.21,2025-04-12
2899,102,2,4,4,11,1,1,1.57,2025-04-12
2900,102,2,1,1,23,1,4,4.79,2025-04-12
2901,102,2,4,4,33,2,4,5.76,2025-04-12
2902,102,2,2,2,31,2,3,2.33,2025-04-12
2903,102,2,3,3,15,2,1,2.62,2025-04-12
2904,103,1,4,4,24,1,4,5.93,2025-04-13
2905,103,1,1,1,37,2,8,9.3,2025-04-13
2906,103,1,4,4,27,2,3,4.57,2025-04-13
2907,103,1,1,1,6,1,6,7.46,2025-04-13
2908,103,1,1,1,31,2,2,2.42,2025-04-13
2909,103,1,4,4,3,2,3,4.33,2025-04-13
2910,103,1,3,3,28,2,2,4.91,2025-04-13
2911,103,1,4,4,9,2,1,1.57,2025-04-13
2912,103,1,4,4,27,3,2,2.93,2025-04-13
2913,103,1,4,4,20,2,3,4.31,2025-04-13
2914,103,1,2,2,21,1,1,0.84,2025-04-13
2915,103,1,1,1,39,2,3,3.76,2025-04-13
2916,103,1,1,1,17,2,2,2.3,2025-04-13
2917,103,1,2,2,14,2,2,1.55,2025-04-13
2918,103,1,1,1,36,2,1,1.17,2025-04-13
2919,103,1,4,4,36,3,1,1.55,2025-04-13
2920,103,1,4,4,20,1,3,4.68,2025-04-13
2921,103,1,2,2,27,1,1,0.78,2025-04-13
2922,103,1,2,2,7,3,1,0.77,2025-04-13
2923,103,1,3,3,3,2,1,2.6,2025-04-13
2924,103,1,2,2,38,3,2,1.56,2025-04-13
2925,103,1,4,4,11,1,2,2.87,2025-04-13
2926,103,1,4,4,2,2,1,1.52,2025-04-13
2927,103,1,3,3,33,1,2,4.83,2025-04-13
2928,103,1,2,2,13,2,5,4.03,2025-04-13
2929,103,1,1,1,25,1,7,8.16,2025-04-13
2930,103,1,3,3,38,2,3,7.23,2025-04-13
2931,103,1,3,3,8,2,3,7.31,2025-04-13
2932,103,1,2,2,8,2,8,6.08,2025-04-13
2933,103,2,2,2,38,1,3,2.42,2025-04-13
2934,103,2,3,3,15,3,2,5.11,2025-04-13
2935,103,2,3,3,9,3,1,2.55,2025-04-13
2936,103,2,2,2,14,2,2,1.61,2025-04-13
2937,103,2,4,4,22,1,1,1.49,2025-04-13
2938,103,2,1,1,21,3,2,2.49,2025-04-13
2939,103,2,2,2,13,2,5,3.98,2025-04-13
2940,103,2,1,1,16,2,7,8.28,2025-04-13
2941,103,2,4,4,1,2,4,5.73,2025-04-13
2942,103,2,1,1,34,2,1,1.23,2025-04-13
2943,103,2,2,2,18,1,5,3.86,2025-04-13
2944,103,2,4,4,34,1,4,6.17,2025-04-13
2945,103,2,2,2,29,1,5,4.06,2025-04-13
2946,104,1,4,4,31,1,4,5.86,2025-04-14
2947,104,1,4,4,32,2,1,1.54,2025-04-14
2948,104,1,4,4,24,2,2,2.88,2025-04-14
2949,104,1,3,3,34,2,3,7.77,2025-04-14
2950,104,1,3,3,7,1,1,2.39,2025-04-14
2951,104,1,2,2,36,2,4,3.28,2025-04-14
2952,104,1,3,3,34,1,2,5.06,2025-04-14
2953,104,1,4,4,36,2,3,4.62,2025-04-14
2954,104,1,2,2,7,2,8,6.2,2025-04-14
2955,104,1,3,3,18,2,4,9.75,2025-04-14
2956,104,1,3,3,31,2,3,7.2,2025-04-14
2957,104,1,4,4,22,2,3,4.3,2025-04-14
2958,104,1,4,4,28,3,3,4.5,2025-04-14
2959,104,1,1,1,9,1,2,2.3,2025-04-14
2960,104,1,4,4,35,3,2,2.99,2025-04-14
2961,104,1,1,1,15,2,8,9.81,2025-04-14
2962,104,1,1,1,1,3,2,2.29,2025-04-14
2963,104,1,2,2,29,2,5,4.06,2025-04-14
2964,104,1,1,1,6,2,4,4.85,2025-04-14
2965,104,1,4,4,18,2,2,2.86,2025-04-14
2966,104,1,3,3,32,2,1,2.61,2025-04-14
2967,104,2,2,2,33,2,6,4.61,2025-04-14
2968,104,2,4,4,23,3,3,4.28,2025-04-14
2969,104,2,4,4,7,3,2,2.86,2025-04-14
2970,104,2,3,3,11,1,3,7.27,2025-04-14
2971,104,2,1,1,14,1,3,3.49,2025-04-14
2972,104,2,2,2,15,2,1,0.81,2025-04-14
2973,104,2,1,1,20,2,4,4.74,2025-04-14
2974,104,2,2,2,11,2,2,1.65,2025-04-14
2975,104,2,1,1,12,2,6,6.87,2025-04-14
2976,104,2,4,4,11,1,1,1.44,2025-04-14
2977,105,1,1,1,11,2,4,4.9,2025-04-15
2978,105,1,3,3,11,2,3,7.79,2025-04-15
2979,105,1,3,3,28,1,2,5.23,2025-04-15
2980,105,1,4,4,17,2,4,5.87,2025-04-15
2981,105,1,4,4,19,2,1,1.45,2025-04-15
2982,105,1,3,3,8,2,1,2.59,2025-04-15
2983,105,1,1,1,35,3,1,1.17,2025-04-15
2984,105,1,1,1,38,2,8,9.5,2025-04-15
2985,105,1,4,4,35,2,1,1.5,2025-04-15
2986,105,1,4,4,33,2,2,3.12,2025-04-15
2987,105,1,3,3,36,1,1,2.44,2025-04-15
2988,105,1,3,3,22,2,1,2.44,2025-04-15
2989,105,1,4,4,14,1,1,1.49,2025-04-15
2990,105,1,4,4,40,2,1,1.5,2025-04-15
2991,105,2,3,3,21,2,1,2.56,2025-04-15
2992,105,2,3,3,1,2,3,7.15,2025-04-15
2993,105,2,4,4,2,1,1,1.55,2025-04-15
2994,105,2,1,1,13,2,2,2.3,2025-04-15
2995,105,2,4,4,35,2,4,6.17,2025-04-15
2996,105,2,1,1,23,2,1,1.23,2025-04-15
2997,105,2,3,3,17,1,3,7.69,2025-04-15
2998,105,2,3,3,37,2,2,5.05,2025-04-15
2999,105,2,2,2,19,2,2,1.54,2025-04-15
3000,105,2,4,4,3,2,3,4.45,2025-04-15
3001,105,2,2,2,1,2,1,0.81,2025-04-15
3002,106,1,2,2,34,2,6,4.6,2025-04-16
3003,106,1,1,1,16,2,7,8.45,2025-04-16
3004,106,1,4,4,24,2,2,3.15,2025-04-16
3005,106,1,2,2,25,2,3,2.47,2025-04-16
3006,106,1,3,3,4,2,1,2.53,2025-04-16
3007,106,1,1,1,2,2,8,9.71,2025-04-16
3008,106,1,4,4,4,2,2,2.89,2025-04-16
3009,106,1,1,1,17,2,2,2.49,2025-04-16
3010,106,1,1,1,17,3,1,1.17,2025-04-16
3011,106,1,3,3,16,2,4,10.0,2025-04-16
3012,106,1,2,2,5,2,4,3.21,2025-04-16
3013,106,1,1,1,26,2,2,2.31,2025-04-16
3014,106,1,2,2,20,2,3,2.41,2025-04-16
3015,106,1,1,1,9,2,4,4.98,2025-04-16
3016,106,1,3,3,20,3,4,9.71,2025-04-16
3017,106,1,2,2,25,2,8,6.64,2025-04-16
3018,106,1,4,4,24,2,4,5.79,2025-04-16
3019,106,1,4,4,15,2,1,1.45,2025-04-16
3020,106,1,2,2,2,2,3,2.35,2025-04-16
3021,106,1,2,2,18,2,5,3.96,2025-04-16
3022,106,1,3,3,7,2,1,2.57,2025-04-16
3023,106,2,3,3,18,2,2,5.17,2025-04-16
3024,106,2,4,4,4,2,4,6.07,2025-04-16
3025,106,2,2,2,4,3,5,4.07,2025-04-16
3026,106,2,2,2,14,3,4,3.33,2025-04-16
3027,106,2,4,4,17,2,2,3.1,2025-04-16
3028,106,2,4,4,15,2,1,1.48,2025-04-16
3029,106,2,4,4,39,2,1,1.44,2025-04-16
3030,106,2,2,2,39,3,2,1.61,2025-04-16
3031,106,2,1,1,13,2,2,2.43,2025-04-16
3032,106,2,1,1,3,2,6,7.56,2025-04-16
3033,106,2,4,4,40,2,1,1.57,2025-04-16
3034,106,2,2,2,7,2,6,5.04,2025-04-16
3035,107,1,2,2,12,1,1,0.76,2025-04-17
3036,107,1,1,1,22,2,1,1.21,2025-04-17
3037,107,1,1,1,34,3,3,3.72,2025-04-17
3038,107,1,1,1,32,2,7,8.26,2025-04-17
3039,107,1,2,2,27,3,2,1.67,2025-04-17
3040,107,1,4,4,40,2,2,2.97,2025-04-17
3041,107,1,1,1,39,1,1,1.15,2025-04-17
3042,107,1,1,1,19,1,5,5.77,2025-04-17
3043,107,1,2,2,2,2,8,6.3,2025-04-17
3044,107,1,4,4,11,3,4,5.82,2025-04-17
3045,107,1,3,3,29,2,2,4.79,2025-04-17
3046,107,1,2,2,3,2,2,1.53,2025-04-17
3047,107,1,4,4,35,2,3,4.33,2025-04-17
3048,107,1,3,3,22,1,3,7.6,2025-04-17
3049,107,1,4,4,3,2,4,5.96,2025-04-17
3050,107,1,1,1,2,3,3,3.57,2025-04-17
3051,107,1,4,4,14,2,1,1.5,2025-04-17
3052,107,1,2,2,2,2,2,1.65,2025-04-17
3053,107,2,1,1,12,2,4,4.61,2025-04-17
3054,107,2,2,2,28,2,6,4.73,2025-04-17
3055,107,2,1,1,32,2,2,2.4,2025-04-17
3056,107,2,3,3,34,2,2,5.06,2025-04-17
3057,107,2,2,2,20,2,1,0.77,2025-04-17
3058,107,2,1,1,22,2,8,9.87,2025-04-17
3059,107,2,2,2,14,1,3,2.38,2025-04-17
3060,107,2,2,2,24,2,2,1.53,2025-04-17
3061,107,2,3,3,37,2,1,2.5,2025-04-17
3062,107,2,1,1,12,3,5,5.87,2025-04-17
3063,107,2,3,3,38,2,4,10.49,2025-04-17
3064,107,2,2,2,37,2,7,5.75,2025-04-17
3065,107,2,4,4,39,2,3,4.65,2025-04-17
3066,108,1,3,3,34,2,4,9.59,2025-04-18
3067,108,1,3,3,37,1,3,7.56,2025-04-18
3068,108,1,2,2,33,2,2,1.57,2025-04-18
3069,108,1,3,3,13,1,2,5.23,2025-04-18
3070,108,1,4,4,10,2,2,2.94,2025-04-18
3071,108,1,2,2,2,3,1,0.79,2025-04-18
3072,108,1,2,2,30,2,7,5.68,2025-04-18
3073,108,1,4,4,12,2,1,1.52,2025-04-18
3074,108,1,2,2,15,2,4,3.21,2025-04-18
3075,108,1,3,3,34,1,3,7.61,2025-04-18
3076,108,1,4,4,19,2,1,1.55,2025-04-18
3077,108,1,4,4,8,3,4,6.23,2025-04-18
3078,108,1,4,4,36,2,4,5.9,2025-04-18
3079,108,1,4,4,23,2,4,6.05,2025-04-18
3080,108,1,1,1,36,2,5,5.76,2025-04-18
3081,108,1,2,2,14,1,7,5.67,2025-04-18
3082,108,1,2,2,10,2,7,5.38,2025-04-18
3083,108,1,4,4,8,2,3,4.53,2025-04-18
3084,108,1,1,1,10,1,5,5.94,2025-04-18
3085,108,1,4,4,18,2,3,4.66,2025-04-18
3086,108,2,1,1,15,1,3,3.59,2025-04-18
3087,108,2,3,3,25,1,4,10.1,2025-04-18
3088,108,2,1,1,5,1,7,8.4,2025-04-18
3089,108,2,1,1,2,1,6,7.43,2025-04-18
3090,108,2,1,1,18,1,1,1.21,2025-04-18
3091,108,2,3,3,21,1,1,2.59,2025-04-18
3092,108,2,2,2,34,1,3,2.49,2025-04-18
3093,108,2,3,3,10,1,4,10.14,2025-04-18
3094,108,2,2,2,32,2,5,3.91,2025-04-18
3095,109,1,2,2,29,2,1,0.82,2025-04-19
3096,109,1,3,3,39,1,4,10.17,2025-04-19
3097,109,1,1,1,32,2,2,2.46,2025-04-19
3098,109,1,4,4,11,2,4,6.25,2025-04-19
3099,109,1,4,4,17,1,1,1.54,2025-04-19
3100,109,1,4,4,13,1,3,4.31,2025-04-19
3101,109,1,2,2,21,2,2,1.67,2025-04-19
3102,109,1,4,4,26,1,2,2.95,2025-04-19
3103,109,1,3,3,14,2,1,2.49,2025-04-19
3104,109,1,4,4,6,2,2,3.05,2025-04-19
3105,109,1,1,1,28,1,2,2.33,2025-04-19
3106,109,1,3,3,32,2,3,7.22,2025-04-19
3107,109,1,4,4,14,2,4,5.77,2025-04-19
3108,109,1,4,4,38,1,3,4.41,2025-04-19
3109,109,1,4,4,26,2,3,4.3,2025-04-19
3110,109,1,1,1,19,3,2,2.38,2025-04-19
3111,109,1,1,1,7,2,4,4.89,2025-04-19
3112,109,1,3,3,32,2,2,5.2,2025-04-19
3113,109,1,1,1,11,2,3,3.45,2025-04-19
3114,109,1,4,4,13,2,2,2.88,2025-04-19
3115,109,1,4,4,35,2,4,5.8,2025-04-19
3116,109,1,4,4,28,2,4,5.84,2025-04-19
3117,109,1,1,1,33,1,4,4.98,2025-04-19
3118,109,1,3,3,22,1,3,7.43,2025-04-19
3119,109,1,4,4,38,2,1,1.5,2025-04-19
3120,109,2,2,2,4,2,2,1.59,2025-04-19
3121,109,2,4,4,34,2,2,3.12,2025-04-19
3122,109,2,1,1,1,2,1,1.18,2025-04-19
3123,109,2,1,1,23,2,3,3.48,2025-04-19
3124,109,2,1,1,24,1,7,8.55,2025-04-19
3125,109,2,2,2,17,2,8,6.68,2025-04-19
3126,109,2,1,1,12,1,2,2.41,2025-04-19
3127,109,2,3,3,30,2,3,7.55,2025-04-19
3128,109,2,4,4,40,2,3,4.38,2025-04-19
3129,109,2,2,2,9,2,1,0.84,2025-04-19
3130,109,2,1,1,39,2,6,7.41,2025-04-19
3131,109,2,1,1,39,2,7,8.8,2025-04-19
3132,109,2,2,2,20,2,5,4.06,2025-04-19
3133,109,2,2,2,19,2,2,1.62,2025-04-19
